Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,10,26,7,921,920,1159,1150,WN,787,N449WN,218,210,200,9,1,MDW,SLC,1258,3,15,0,,0,NA,NA,NA,NA,NA
2008,7,29,2,1135,1140,1342,1400,AA,1311,N564AA,247,260,227,-18,-5,ORD,SEA,1721,6,14,0,,0,NA,NA,NA,NA,NA
2008,3,28,5,708,705,847,852,DL,551,N709TW,99,107,77,-5,3,ATL,BWI,576,5,17,0,,0,NA,NA,NA,NA,NA
2008,7,28,1,1905,1844,2005,1952,CO,297,N79402,180,188,153,13,21,IAH,LAS,1222,9,18,0,,0,NA,NA,NA,NA,NA
2008,7,29,2,1110,1114,1401,1404,NW,423,N533US,171,170,137,-3,-4,MCO,DTW,957,14,20,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1507,1510,1659,1706,DL,719,N956DL,112,116,97,-7,-3,ORF,ATL,516,6,9,0,,0,NA,NA,NA,NA,NA
2008,2,5,2,NA,842,NA,945,9E,5889,,NA,63,NA,NA,NA,DTW,ERI,163,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,10,28,2,954,947,1219,1230,B6,146,N638JB,145,163,127,-11,7,FLL,JFK,1069,7,11,0,,0,NA,NA,NA,NA,NA
2008,8,21,4,1347,1310,1823,1652,XE,2105,N11107,216,162,126,91,37,IAH,GRR,1042,14,76,0,,0,0,37,54,0,0
2008,4,24,4,1516,1455,1649,1630,MQ,4419,N802AE,153,155,116,19,21,HPN,ORD,738,8,29,0,,0,0,0,0,0,19
2008,2,17,7,1545,1545,1741,1731,EV,4832,N920EV,116,106,74,10,0,ATL,CAK,528,6,36,0,,0,NA,NA,NA,NA,NA
2008,4,27,7,1148,1145,1423,1453,CO,1400,N77865,155,188,130,-30,3,FLL,EWR,1065,8,17,0,,0,NA,NA,NA,NA,NA
2008,6,7,6,1840,1840,1952,1955,WN,2149,N460WN,72,75,63,-3,0,LAX,SFO,337,2,7,0,,0,NA,NA,NA,NA,NA
2008,2,8,5,655,700,822,839,EV,4481,N937EV,87,99,67,-17,-5,OAJ,ATL,399,14,6,0,,0,NA,NA,NA,NA,NA
2008,3,9,7,603,610,912,908,DL,1776,N699DL,129,118,94,4,-7,LAX,SLC,590,13,22,0,,0,NA,NA,NA,NA,NA
2008,1,11,5,603,600,712,656,AS,143,N764AS,69,56,40,16,3,ANC,FAI,261,2,27,0,,0,0,0,16,0,0
2008,11,14,5,1832,1800,1954,1922,CO,397,N57864,202,202,171,32,32,IAH,LAS,1222,12,19,0,,0,32,0,0,0,0
2008,4,26,6,2146,2145,2326,2330,DL,684,N661DN,100,105,69,-4,1,ATL,PIT,526,7,24,0,,0,NA,NA,NA,NA,NA
2008,4,19,6,952,950,1106,1100,WN,2334,N342SW,74,70,47,6,2,LAS,PHX,256,5,22,0,,0,NA,NA,NA,NA,NA
2008,12,22,1,938,850,955,906,US,180,N626AW,77,76,58,49,48,PHX,SAN,304,4,15,0,,0,19,0,1,0,29
2008,6,19,4,826,720,931,815,WN,958,N260WN,65,55,42,76,66,AUS,DAL,189,4,19,0,,0,0,0,76,0,0
2008,4,21,1,931,935,1226,1228,B6,504,N590JB,175,173,153,-2,-4,FLL,EWR,1065,7,15,0,,0,NA,NA,NA,NA,NA
2008,7,19,6,1510,1455,1702,1647,CO,1567,N73256,112,112,78,15,15,CLE,EWR,404,12,22,0,,0,0,0,15,0,0
2008,6,1,7,623,625,721,735,WN,405,N302SW,58,70,45,-14,-2,PIT,PHL,267,6,7,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,2021,2020,2059,2105,WN,467,N623SW,98,105,78,-6,1,MCO,MSY,550,3,17,0,,0,NA,NA,NA,NA,NA
2008,10,19,7,1227,1231,1420,1418,FL,253,N991AT,113,107,96,2,-4,ATL,FNT,644,5,12,0,,0,NA,NA,NA,NA,NA
2008,5,7,3,708,715,950,1012,DL,1122,N901DA,102,117,80,-22,-7,LAX,SLC,590,6,16,0,,0,NA,NA,NA,NA,NA
2008,3,3,1,1430,1430,1514,1530,WN,2210,N254WN,104,120,89,-16,0,BWI,BNA,588,5,10,0,,0,NA,NA,NA,NA,NA
2008,12,20,6,724,725,1002,940,MQ,3272,N696MQ,158,135,130,22,-1,PIA,DFW,673,5,23,0,,0,0,0,22,0,0
2008,3,20,4,1029,1030,1109,1102,YV,1003,N654BR,40,32,23,7,-1,OGG,HNL,100,7,10,0,,0,NA,NA,NA,NA,NA
2008,11,4,2,915,915,1053,1110,AA,1749,N517AA,158,175,137,-17,0,TPA,DFW,929,6,15,0,,0,NA,NA,NA,NA,NA
2008,11,22,6,2321,2330,420,450,FL,548,N290AT,179,200,166,-30,-9,PHX,ATL,1587,5,8,0,,0,NA,NA,NA,NA,NA
2008,6,6,5,1752,1730,1957,1925,WN,313,N907WN,245,235,220,32,22,MDW,LAS,1521,6,19,0,,0,0,0,12,0,20
2008,3,9,7,NA,705,NA,747,9E,5772,,NA,102,NA,NA,NA,GSP,MEM,441,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,28,1,2107,2110,2243,2301,EV,4812,N841AS,96,111,81,-18,-3,ATL,SBN,566,3,12,0,,0,NA,NA,NA,NA,NA
2008,6,27,5,1720,1725,1943,1911,9E,5657,80239E,143,106,99,32,-5,ICT,MSP,545,10,34,0,,0,0,0,32,0,0
2008,2,4,1,757,800,1015,1011,EV,4482,N712EV,138,131,111,4,-3,BUF,ATL,712,18,9,0,,0,NA,NA,NA,NA,NA
2008,8,22,5,1128,1128,1401,1408,UA,61,N668UA,333,340,315,-7,0,LAX,HNL,2556,4,14,0,,0,NA,NA,NA,NA,NA
2008,4,3,4,1359,1400,1555,1538,DL,66,N663DN,116,98,94,17,-1,MCO,ATL,403,12,10,0,,0,0,0,17,0,0
2008,4,6,7,844,900,959,1024,OO,3704,N298SW,75,84,60,-25,-16,SGU,SLC,269,8,7,0,,0,NA,NA,NA,NA,NA
2008,4,5,6,1458,1455,1619,1620,WN,2522,N512SW,81,85,66,-1,3,LAS,SJC,386,2,13,0,,0,NA,NA,NA,NA,NA
2008,4,29,2,1159,1205,1258,1305,MQ,4631,N722AE,59,60,38,-7,-6,RDU,DCA,227,14,7,0,,0,NA,NA,NA,NA,NA
2008,5,5,1,825,830,920,932,EV,4854,N981EV,55,62,34,-12,-5,ATL,TLH,223,3,18,0,,0,NA,NA,NA,NA,NA
2008,7,16,3,1507,1508,1644,1638,NW,232,N358NB,97,90,78,6,-1,DTW,DCA,405,7,12,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1813,1815,1932,1942,MQ,3211,N286AE,79,87,56,-10,-2,DFW,AEX,285,4,19,0,,0,NA,NA,NA,NA,NA
2008,12,5,5,600,600,905,856,B6,371,N516JB,185,176,159,9,0,LGA,FLL,1076,3,23,0,,0,NA,NA,NA,NA,NA
2008,8,27,3,724,715,825,813,MQ,3275,N902AE,61,58,41,12,9,DFW,LAW,140,4,16,0,,0,NA,NA,NA,NA,NA
2008,12,5,5,1259,1300,1503,1520,WN,1388,N926WN,184,200,163,-17,-1,FLL,MDW,1166,7,14,0,,0,NA,NA,NA,NA,NA
2008,12,15,1,1247,1251,1439,1450,YV,7183,N508MJ,112,119,90,-11,-4,IAD,ATL,533,8,14,0,,0,NA,NA,NA,NA,NA
2008,6,24,2,1750,1755,1822,1832,HA,194,N475HA,32,37,20,-10,-5,HNL,OGG,100,5,7,0,,0,NA,NA,NA,NA,NA
2008,8,24,7,1104,1110,1148,1203,DL,1263,N912DN,104,113,85,-15,-6,SLC,SNA,588,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,25,5,1936,1940,2131,2127,OO,3964,N423SW,115,107,83,4,-4,SLC,FCA,532,3,29,0,,0,NA,NA,NA,NA,NA
2008,9,2,2,625,625,1013,957,OH,6752,N34CA,168,152,154,16,0,IAH,CVG,871,3,11,0,,0,0,0,16,0,0
2008,11,1,6,1045,1055,1652,1710,AA,1544,N4YDAA,247,255,227,-18,-10,SFO,ORD,1846,5,15,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2054,1820,2220,1945,XE,2134,N15948,86,85,68,155,154,MAF,IAH,429,7,11,0,,0,27,0,1,0,127
2008,1,16,3,1732,1740,1848,1859,XE,2819,N13969,76,79,59,-11,-8,JAN,IAH,351,11,6,0,,0,NA,NA,NA,NA,NA
2008,7,1,2,1405,1056,1508,1157,OO,5737,N560SW,63,61,36,191,189,SFO,CIC,153,5,22,0,,0,189,0,2,0,0
2008,2,14,4,1054,1100,1228,1236,DL,1133,N963DL,94,96,75,-8,-6,DCA,CVG,411,5,14,0,,0,NA,NA,NA,NA,NA
2008,3,19,3,1304,1314,1450,1459,OO,6026,N719SK,106,105,79,-9,-10,FAR,ORD,557,9,18,0,,0,NA,NA,NA,NA,NA
2008,10,18,6,1006,1010,1040,1040,OO,2523,N403SW,94,90,75,0,-4,PIT,MKE,431,5,14,0,,0,NA,NA,NA,NA,NA
2008,11,11,2,1931,1935,2037,2045,AA,1454,N478AA,66,70,45,-8,-4,DFW,SAT,247,5,16,0,,0,NA,NA,NA,NA,NA
2008,12,10,3,840,850,1028,1023,US,457,N621AW,108,93,56,5,-10,ABQ,PHX,328,16,36,0,,0,NA,NA,NA,NA,NA
2008,7,27,7,1951,1510,2257,1830,CO,417,N17663,186,200,155,267,281,FLL,EWR,1065,17,14,0,,0,0,0,11,0,256
2008,3,23,7,824,820,918,920,WN,2281,N258WN,54,60,42,-2,4,RDU,BWI,255,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,24,4,1500,1505,1837,1900,WN,3915,N267WN,337,355,324,-23,-5,MHT,PHX,2279,7,6,0,,0,NA,NA,NA,NA,NA
2008,1,29,2,1734,1710,2030,1928,DL,69,N121DE,356,318,304,62,24,ATL,SFO,2139,9,43,0,,0,0,0,62,0,0
2008,4,17,4,725,730,1014,1014,NW,1674,N613NW,169,164,132,0,-5,AUS,MSP,1042,8,29,0,,0,NA,NA,NA,NA,NA
2008,5,26,1,725,730,920,920,YV,2730,N909FJ,115,110,80,0,-5,SJC,PHX,621,27,8,0,,0,NA,NA,NA,NA,NA
2008,11,10,1,552,600,648,705,AA,1038,N573AA,56,65,35,-17,-8,OKC,DFW,175,10,11,0,,0,NA,NA,NA,NA,NA
2008,12,14,7,2229,2230,2322,2320,MQ,3005,N807MQ,53,50,27,2,-1,LAX,SAN,109,7,19,0,,0,NA,NA,NA,NA,NA
2008,7,22,2,2242,1953,135,2231,FL,275,N960AT,173,158,123,184,169,ATL,BOS,946,5,45,0,,0,0,0,15,0,169
2008,2,22,5,603,600,758,753,DL,1054,N914DL,115,113,96,5,3,MIA,ATL,595,7,12,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1826,1815,2006,2000,WN,1591,N925WN,100,105,66,6,11,PIT,PHL,267,5,29,0,,0,NA,NA,NA,NA,NA
2008,5,7,3,756,800,925,936,FL,235,N896AT,89,96,74,-11,-4,ATL,PBI,545,3,12,0,,0,NA,NA,NA,NA,NA
2008,4,4,5,1041,1045,1423,1331,US,1594,N167US,222,166,147,52,-4,FLL,PHL,992,4,71,0,,0,0,0,52,0,0
2008,11,3,1,2118,2126,2253,2258,9E,2937,80059E,95,92,63,-5,-8,DTW,ABE,424,5,27,0,,0,NA,NA,NA,NA,NA
2008,12,3,3,821,830,915,925,DL,1221,N907DA,114,115,80,-10,-9,SLC,SNA,588,7,27,0,,0,NA,NA,NA,NA,NA
2008,2,17,7,1225,1226,1447,1451,OO,6065,N755SK,142,145,119,-4,-1,LAX,PDX,834,4,19,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,NA,1420,NA,1650,9E,5944,,NA,90,NA,NA,NA,MEM,CAE,511,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,6,7,6,925,929,948,1003,EV,4893,N889AS,83,94,63,-15,-4,ATL,BTR,449,4,16,0,,0,NA,NA,NA,NA,NA
2008,4,23,3,1506,1516,1857,1859,OH,5535,N588SW,171,163,147,-2,-10,SAT,CVG,1024,3,21,0,,0,NA,NA,NA,NA,NA
2008,7,2,3,1115,1115,1244,1250,OH,5405,N675BR,89,95,67,-6,0,BOS,BWI,370,4,18,0,,0,NA,NA,NA,NA,NA
2008,8,1,5,1600,1600,1718,1715,WN,2815,N478WN,78,75,60,3,0,OAK,LAX,337,7,11,0,,0,NA,NA,NA,NA,NA
2008,9,7,7,1137,1147,1244,1253,UA,749,N472UA,67,66,43,-9,-10,RNO,SFO,192,3,21,0,,0,NA,NA,NA,NA,NA
2008,8,14,4,627,629,808,814,NW,946,N371NB,161,165,133,-6,-2,LGA,MEM,963,6,22,0,,0,NA,NA,NA,NA,NA
2008,4,2,3,605,615,758,805,XE,2174,N13995,113,110,95,-7,-10,VPS,IAH,510,7,11,0,,0,NA,NA,NA,NA,NA
2008,7,18,5,1008,1015,1114,1130,OO,2824,N471CA,66,75,49,-16,-7,MSP,MKE,297,4,13,0,,0,NA,NA,NA,NA,NA
2008,7,18,5,1357,1350,1504,1508,DL,1807,N920DL,127,138,109,-4,7,ATL,AUS,813,6,12,0,,0,NA,NA,NA,NA,NA
2008,8,20,3,1123,1120,1318,1330,AA,1517,N5DWAA,175,190,159,-12,3,MIA,ORD,1197,5,11,0,,0,NA,NA,NA,NA,NA
2008,10,27,1,1759,1755,1941,1932,F9,799,N928FR,162,157,140,9,4,DEN,PDX,992,5,17,0,,0,NA,NA,NA,NA,NA
2008,2,11,1,752,800,919,936,B6,1073,N586JB,87,96,60,-17,-8,JFK,RIC,288,4,23,0,,0,NA,NA,NA,NA,NA
2008,5,1,4,905,915,1037,1032,XE,2549,N17159,212,197,187,5,-10,CLE,DEN,1201,10,15,0,,0,NA,NA,NA,NA,NA
2008,2,6,3,2120,2050,2225,2152,OH,5450,N510CA,65,62,51,33,30,CVG,GRR,268,1,13,0,,0,0,30,3,0,0
2008,10,17,5,1526,1527,1639,1655,NW,1195,N329NB,253,268,227,-16,-1,DTW,LAS,1750,6,20,0,,0,NA,NA,NA,NA,NA
2008,4,20,7,716,715,1443,1500,US,254,N678AW,267,285,244,-17,1,PHX,PHL,2075,5,18,0,,0,NA,NA,NA,NA,NA
2008,9,13,6,1236,1237,1942,2002,FL,56,N317AT,246,265,230,-20,-1,LAX,ATL,1946,7,9,0,,0,NA,NA,NA,NA,NA
2008,4,13,7,1451,1450,1559,1600,WN,1052,N345SA,68,70,51,-1,1,SJC,LAX,308,8,9,0,,0,NA,NA,NA,NA,NA
2008,12,22,1,605,610,939,958,B6,110,N229JB,154,168,133,-19,-5,MSY,JFK,1182,4,17,0,,0,NA,NA,NA,NA,NA
2008,6,12,4,1929,1905,2113,2042,YV,7177,N454YV,104,97,71,31,24,RAP,DEN,301,22,11,0,,0,31,0,0,0,0
2008,5,22,4,1929,1927,2036,2034,OO,3570,N217SW,67,67,48,2,2,SLC,CDC,221,3,16,0,,0,NA,NA,NA,NA,NA
2008,4,22,2,624,630,849,909,9E,3706,87459E,85,99,62,-20,-6,MLI,DTW,373,10,13,0,,0,NA,NA,NA,NA,NA
2008,6,26,4,1309,1305,NA,1609,CO,1083,N12216,NA,244,NA,NA,4,BOS,IAH,1597,NA,17,0,,1,NA,NA,NA,NA,NA
2008,5,17,6,1710,1707,1735,1718,NW,247,N785NC,85,71,58,17,3,DTW,MSN,312,7,20,0,,0,0,0,17,0,0
2008,2,12,2,745,750,1107,1132,US,657,N820AW,382,402,351,-25,-5,PHL,SFO,2521,5,26,0,,0,NA,NA,NA,NA,NA
2008,3,13,4,1509,1455,1622,1612,XE,224,N21197,73,77,56,10,14,OKC,AUS,358,5,12,0,,0,NA,NA,NA,NA,NA
2008,4,13,7,1900,1859,2128,2228,UA,29,N532UA,328,389,307,-60,1,JFK,LAX,2475,6,15,0,,0,NA,NA,NA,NA,NA
2008,6,19,4,1340,1341,1518,1522,YV,2869,N7291Z,98,101,77,-4,-1,PHX,FAT,493,7,14,0,,0,NA,NA,NA,NA,NA
2008,5,27,2,1548,1455,1647,1600,WN,102,N614SW,59,65,51,47,53,PHX,SAN,304,2,6,0,,0,0,0,0,0,47
2008,12,3,3,1915,1927,2109,2118,EV,5248,N354CA,114,111,84,-9,-12,CLE,ATL,554,23,7,0,,0,NA,NA,NA,NA,NA
2008,2,22,5,850,850,1010,1010,AA,1164,N283AA,80,80,67,0,0,DFW,MSY,448,3,10,0,,0,NA,NA,NA,NA,NA
2008,10,27,1,1125,1120,1223,1225,AA,1441,N567AA,58,65,46,-2,5,TUL,DFW,237,6,6,0,,0,NA,NA,NA,NA,NA
2008,12,10,3,1253,1215,1449,1404,DL,705,N690DL,116,109,84,45,38,ATL,FLL,581,3,29,0,,0,0,0,7,0,38
2008,1,10,4,654,700,1133,1159,B6,701,N644JB,219,239,193,-26,-6,JFK,SJU,1597,7,19,0,,0,NA,NA,NA,NA,NA
2008,3,31,1,1644,1512,1830,1652,UA,367,N415UA,166,160,150,98,92,DEN,PDX,992,2,14,0,,0,0,0,7,0,91
2008,3,15,6,1300,1300,1551,1545,OH,5670,N926CA,111,105,88,6,0,MCI,CVG,539,2,21,0,,0,NA,NA,NA,NA,NA
2008,9,15,1,716,720,853,900,AA,1389,N5EAAA,157,160,128,-7,-4,MCO,DFW,984,19,10,0,,0,NA,NA,NA,NA,NA
2008,8,3,7,1516,1515,1551,1605,WN,3846,N332SW,95,110,86,-14,1,HOU,ELP,677,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,23,3,1210,1210,1441,1430,NW,469,N676MC,91,80,54,11,0,ORD,DTW,235,10,27,0,,0,NA,NA,NA,NA,NA
2008,7,26,6,1344,1345,1516,1535,9E,5950,85879E,92,110,75,-19,-1,MEM,IAH,469,3,14,0,,0,NA,NA,NA,NA,NA
2008,3,27,4,2041,2040,446,504,B6,470,N621JB,305,324,285,-18,1,SJC,BOS,2689,4,16,0,,0,NA,NA,NA,NA,NA
2008,3,15,6,2206,1955,2400,2208,US,956,N418US,114,133,91,112,131,CLT,BOS,728,8,15,0,,0,18,0,0,0,94
2008,5,16,5,1103,1105,1410,1420,XE,2961,N12528,127,135,106,-10,-2,IAH,GSP,838,3,18,0,,0,NA,NA,NA,NA,NA
2008,11,2,7,910,910,1007,1024,OH,6399,N655CA,117,134,90,-17,0,CVG,MSY,700,4,23,0,,0,NA,NA,NA,NA,NA
2008,10,14,2,1037,1040,1201,1200,EV,4928,N908EV,84,80,56,1,-3,ATL,ILM,377,5,23,0,,0,NA,NA,NA,NA,NA
2008,6,24,2,1911,1905,2048,2039,YV,2881,N17337,97,94,74,9,6,SBA,PHX,455,15,8,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,1900,1838,2057,2015,OH,5399,N408CA,117,97,58,42,22,CLT,CVG,335,4,55,0,,0,0,22,20,0,0
2008,12,28,7,1847,1855,2104,2106,US,1611,N966UW,137,131,115,-2,-8,ALB,CLT,646,8,14,0,,0,NA,NA,NA,NA,NA
2008,6,4,3,1430,1429,1521,1517,OO,5462,N223SW,51,48,34,4,1,LAX,PSP,110,5,12,0,,0,NA,NA,NA,NA,NA
2008,3,20,4,1955,2000,2103,2100,MQ,3097,N240DS,68,60,35,3,-5,LAX,SAN,109,7,26,0,,0,NA,NA,NA,NA,NA
2008,10,19,7,1627,1630,1938,1944,CO,606,N76505,131,134,107,-6,-3,IAH,TPA,787,7,17,0,,0,NA,NA,NA,NA,NA
2008,5,7,3,1626,1600,1745,1733,US,2041,N742PS,79,93,67,12,26,BOS,DCA,399,4,8,0,,0,NA,NA,NA,NA,NA
2008,11,5,3,1753,1805,1826,1835,HA,240,N487HA,33,30,22,-9,-12,LIH,HNL,102,6,5,0,,0,NA,NA,NA,NA,NA
2008,7,10,4,2044,1940,2159,2105,WN,1414,N725SW,75,85,62,54,64,LAS,SMF,397,5,8,0,,0,0,0,3,0,51
2008,1,31,4,1538,1540,1635,1703,EV,4750,N842AS,57,83,32,-28,-2,ATL,ROA,357,5,20,0,,0,NA,NA,NA,NA,NA
2008,12,4,4,846,845,1112,1125,AA,2309,N561AA,146,160,122,-13,1,ORD,DFW,802,12,12,0,,0,NA,NA,NA,NA,NA
2008,9,25,4,1405,1405,1919,1920,WN,1861,N233LV,194,195,183,-1,0,TUS,MDW,1440,3,8,0,,0,NA,NA,NA,NA,NA
2008,10,31,5,1333,1330,1449,1451,US,2034,N766US,76,81,66,-2,3,DCA,BOS,399,3,7,0,,0,NA,NA,NA,NA,NA
2008,10,14,2,1605,1610,1747,1759,9E,4701,86729E,162,169,140,-12,-5,IND,SAT,986,13,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1846,1850,2141,2204,DL,1710,N974DL,175,194,140,-23,-4,FLL,JFK,1069,22,13,0,,0,NA,NA,NA,NA,NA
2008,7,5,6,1434,1440,2016,2029,AA,1014,N564AA,222,229,203,-13,-6,SEA,ORD,1721,4,15,0,,0,NA,NA,NA,NA,NA
2008,11,1,6,1934,1925,2238,2237,CO,1662,N37409,124,132,103,1,9,IAH,RSW,861,4,17,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,2123,1935,2238,2038,OO,4393,N913EV,75,63,46,120,108,SLC,IDA,188,7,22,0,,0,0,0,12,0,108
2008,12,5,5,1245,1245,1519,1515,YV,2714,N17275,94,90,75,4,0,SBA,PHX,455,9,10,0,,0,NA,NA,NA,NA,NA
2008,6,10,2,2211,2055,52,2335,WN,174,N390SW,101,100,82,77,76,BNA,BWI,588,9,10,0,,0,0,0,77,0,0
2008,4,20,7,803,815,1317,1340,AA,1810,N545AA,194,205,177,-23,-12,SJC,AUS,1476,4,13,0,,0,NA,NA,NA,NA,NA
2008,10,23,4,937,940,1021,1030,WN,20,N371SW,44,50,31,-9,-3,CRP,HOU,187,4,9,0,,0,NA,NA,NA,NA,NA
2008,4,2,3,815,825,929,948,YV,7107,N447YV,74,83,58,-19,-10,DEN,CPR,230,3,13,0,,0,NA,NA,NA,NA,NA
2008,6,1,7,756,800,1133,1107,UA,877,N555UA,397,367,361,26,-4,JFK,LAX,2475,5,31,0,,0,0,0,26,0,0
2008,6,10,2,2224,2230,2329,2330,AA,1570,N3CJAA,65,60,43,-1,-6,MIA,TPA,204,4,18,0,,0,NA,NA,NA,NA,NA
2008,12,19,5,NA,540,NA,844,EV,5581,N828AS,NA,124,NA,NA,NA,GRK,ATL,803,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,1,21,1,1632,1630,1952,1925,F9,132,N903FR,140,115,92,27,2,DEN,DFW,641,40,8,0,,0,2,0,25,0,0
2008,1,24,4,1638,1625,1937,1935,WN,1300,N710SW,119,130,108,2,13,MDW,ISP,765,3,8,0,,0,NA,NA,NA,NA,NA
2008,4,25,5,1237,1020,1605,1320,AA,1505,N208AA,148,120,102,165,137,DFW,SDF,733,8,38,0,,0,137,0,28,0,0
2008,4,20,7,1912,1759,2052,1926,FL,915,N317AT,100,87,49,86,73,LGA,PHF,288,7,44,0,,0,0,0,13,0,73
2008,5,5,1,1119,1129,1314,1321,NW,1083,N366NB,175,172,145,-7,-10,EWR,MSP,1008,12,18,0,,0,NA,NA,NA,NA,NA
2008,5,11,7,1647,1645,1836,1825,WN,1168,N674AA,109,100,82,11,2,LAS,SFO,414,4,23,0,,0,NA,NA,NA,NA,NA
2008,4,13,7,1325,1335,1437,1447,CO,1522,N18622,72,72,55,-10,-10,MSY,IAH,305,8,9,0,,0,NA,NA,NA,NA,NA
2008,7,23,3,813,815,1017,1028,FL,580,N906AT,124,133,104,-11,-2,ATL,EWR,745,9,11,0,,0,NA,NA,NA,NA,NA
2008,8,20,3,941,925,1101,1050,WN,3311,N669SW,140,145,129,11,16,BWI,JAN,888,3,8,0,,0,NA,NA,NA,NA,NA
2008,3,3,1,NA,1320,NA,1455,MQ,4484,,NA,95,NA,NA,NA,BNA,ORD,409,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,10,6,1,817,822,923,935,MQ,3004,N313MQ,66,73,45,-12,-5,SBP,LAX,155,9,12,0,,0,NA,NA,NA,NA,NA
2008,8,29,5,1251,1300,1425,1445,MQ,4868,N702AE,94,105,76,-20,-9,DTW,LGA,501,6,12,0,,0,NA,NA,NA,NA,NA
2008,5,26,1,917,920,1017,1030,WN,2371,N716SW,60,70,50,-13,-3,LAS,SAN,258,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2021,1940,2124,2040,WN,2276,N386SW,63,60,46,44,41,LAS,SAN,258,4,13,0,,0,34,0,3,0,7
2008,9,21,7,2028,2030,2132,2154,US,769,N456UW,64,84,46,-22,-2,PHL,BOS,280,8,10,0,,0,NA,NA,NA,NA,NA
2008,9,6,6,852,855,947,1000,AA,1600,N3ACAA,55,65,38,-13,-3,TUL,DFW,237,9,8,0,,0,NA,NA,NA,NA,NA
2008,7,14,1,2234,2220,658,656,B6,648,N607JB,324,336,298,2,14,SFO,JFK,2586,10,16,0,,0,NA,NA,NA,NA,NA
2008,10,19,7,1638,1640,1815,1825,MQ,4249,N656MQ,37,45,24,-10,-2,ORD,AZO,122,3,10,0,,0,NA,NA,NA,NA,NA
2008,7,17,4,2239,2230,2356,2356,UA,927,N202UA,77,86,57,0,9,SFO,LAX,337,6,14,0,,0,NA,NA,NA,NA,NA
2008,4,27,7,1042,1045,1210,1215,OH,5236,N594SW,88,90,67,-5,-3,PIT,JFK,340,8,13,0,,0,NA,NA,NA,NA,NA
2008,8,27,3,2115,2120,2245,2310,EV,4438,N722EV,90,110,70,-25,-5,ATL,PHF,508,6,14,0,,0,NA,NA,NA,NA,NA
2008,1,30,3,715,715,932,941,DL,1803,N676DL,137,146,108,-9,0,PHL,ATL,665,6,23,0,,0,NA,NA,NA,NA,NA
2008,7,14,1,2124,2125,2217,2235,9E,2056,91539E,113,130,88,-18,-1,ATL,MKE,669,4,21,0,,0,NA,NA,NA,NA,NA
2008,2,1,5,707,700,837,810,MQ,4162,N611AE,150,130,128,27,7,GSP,ORD,577,10,12,0,,0,0,0,27,0,0
2008,8,6,3,1907,1902,2023,2007,NW,1414,N1332U,76,65,52,16,5,TVC,DTW,207,7,17,0,,0,0,0,16,0,0
2008,3,3,1,1920,1925,2154,2205,WN,1204,N736SA,94,100,76,-11,-5,MDW,IAD,577,5,13,0,,0,NA,NA,NA,NA,NA
2008,11,19,3,655,655,751,755,WN,1780,N449WN,56,60,44,-4,0,TUS,ABQ,321,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,31,4,2009,2010,2205,2210,MQ,4632,N709GB,116,120,71,-5,-1,EWR,RDU,416,4,41,0,,0,NA,NA,NA,NA,NA
2008,7,5,6,1600,1610,13,14,CO,1880,N17233,313,304,287,-1,-10,SEA,EWR,2401,12,14,0,,0,NA,NA,NA,NA,NA
2008,9,4,4,957,1000,1621,1625,DL,1208,N395DN,264,265,234,-4,-3,SLC,MCO,1929,9,21,0,,0,NA,NA,NA,NA,NA
2008,3,3,1,1727,1721,1809,1758,NW,233,N360NB,42,37,19,11,6,DTW,FNT,56,3,20,0,,0,NA,NA,NA,NA,NA
2008,5,15,4,1526,1530,1642,1700,US,2038,N757UW,76,90,63,-18,-4,DCA,BOS,399,5,8,0,,0,NA,NA,NA,NA,NA
2008,9,4,4,1437,1435,1719,1715,WN,1816,N607SW,162,160,150,4,2,PHX,PDX,1009,3,9,0,,0,NA,NA,NA,NA,NA
